unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,status,borough,incident_zip,location_type,latitude,longitude,hours_to_close,hour,day_of_week,month,season
59939103,2024-01-05 19:33:13,2024-01-05 19:43:30,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Closed,QUEENS,11369,Street/Sidewalk,40.76422539252527,-73.86608960529108,0.1713888888888889,19,Friday,1,Winter
59904185,2024-01-02 09:44:32,2024-02-11 02:04:20,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,Closed,BROOKLYN,11219,RESIDENTIAL BUILDING,40.6351673078308,-73.99384256143904,952.33,9,Tuesday,1,Winter
59928712,2024-01-04 21:37:15,2024-01-04 22:14:15,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,MANHATTAN,10026,Residential Building/House,40.79845524146068,-73.94808779746673,0.6166666666666667,21,Thursday,1,Winter
59925371,2024-01-04 16:27:12,2024-03-25 10:40:08,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Closed,MANHATTAN,10019,Street,40.76593401492696,-73.9768669767047,1938.2155555555555,16,Thursday,1,Winter
59924975,2024-01-04 20:51:45,2024-01-15 18:00:11,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,Closed,BRONX,10456,RESIDENTIAL BUILDING,40.83258827381062,-73.89819654318568,261.1405555555556,20,Thursday,1,Winter
59902854,2024-01-02 13:04:38,2024-01-10 16:55:09,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,Closed,BROOKLYN,11207,RESIDENTIAL BUILDING,40.66185455214159,-73.88716094537733,195.84194444444444,13,Tuesday,1,Winter
59915112,2024-01-03 17:35:00,2024-01-03 17:35:00,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),Closed,MANHATTAN,10003,Unspecified,40.73587492531159,-73.98528857861925,0.0,17,Wednesday,1,Winter
59922259,2024-01-04 07:37:31,2024-01-05 20:14:47,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,Closed,MANHATTAN,10030,RESIDENTIAL BUILDING,40.81787844246842,-73.93994375426453,36.62111111111111,7,Thursday,1,Winter
59924309,2024-01-04 12:37:07,2024-01-04 14:51:16,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,BROOKLYN,11215,Street/Sidewalk,40.66403131807135,-73.99179614135991,2.2358333333333333,12,Thursday,1,Winter
59934280,2024-01-05 17:57:26,2024-01-08 15:30:04,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,Closed,BRONX,10458,RESIDENTIAL BUILDING,40.85752715452994,-73.89264911518981,69.54388888888889,17,Friday,1,Winter
